name,candidate_id,age,gender,no_children,emp_card_id
Vicki Gray,946150,34.0,Female,0,
Clyde Ross,938117,28.0,Female,0,
Pamela Greene,928801,44.0,Female,2,4557
Valerie Smith,899274,37.0,Male,1,6594
Eric Pape,899215,45.0,Male,,4734
Jesse Franklin,933319,36.0,Male,1,
Bruce Hess,928273,41.0,Female,2,3621
Sandra Soileau,896863,48.0,Male,2,2387
Amanda Palmer,900685,48.0,Male,,7002
Joyce Williams,913130,30.0,Female,0,
Lillian Holmes,942944,26.0,Female,1,
Thomas Murphy,909577,48.0,Male,1,
Diane Napier,929428,26.0,Female,0,
Elizabeth Theis,911562,37.0,Male,,
Pamela Turner,925716,45.0,Male,1,
Carol Pena,914333,54.0,Male,1,9797
Wallace Scanlon,930265,27.0,Female,0,
Thomas Gentry,900875,45.0,Male,1,1689
John Brady,902226,33.0,Male,1,
Amy Hubbard,917673,30.0,Female,1,1244
Cathy Walker,905605,44.0,Female,,6201
Diana Metz,906283,43.0,Female,2,3702
Lorraine Whitney,937374,35.0,Female,0,
Jennifer Vasquez,927513,36.0,Male,,
Sharon Snyder,903835,32.0,Male,,
James Boden,902727,46.0,Male,1,
Curtis Bissett,921758,30.0,Female,0,
Jeanette Eckloff,942764,31.0,Female,0,
Alan Fitch,926718,40.0,Male,1,
Martha Strickland,930948,19.0,Female,0,
Sheila Burns,943644,37.0,Female,0,
Robert Winburn,937992,30.0,Female,0,
Linda Mowen,905570,38.0,Female,2,3654
Shane Talbot,937463,34.0,Female,0,
Erica Graser,915770,37.0,Male,1,
David Whitaker,907503,53.0,Male,,2284
Zachary Asbell,934439,38.0,Female,1,2454
Willie Smith,945556,31.0,Female,0,
Paul Mccullough,927755,45.0,Male,3,
Forrest Louthan,903138,33.0,Male,1,
Alejandro Glosson,924642,56.0,Male,1,
Douglas Seidel,932121,60.0,Male,1,3027
Roland Rose,942214,28.0,Male,1,
Willard Rivera,941055,43.0,Male,2,
Jeanine Gullett,901150,50.0,Male,1,1482
Christopher Williams,918550,37.0,Female,1,
Scott Westfall,944180,21.0,Female,0,
Barbara Urena,907910,43.0,Male,2,7691
Thelma Umana,921820,32.0,Female,0,
John Jackson,929883,21.0,Female,0,
Iris Toman,941821,50.0,Male,,
Manuel Eastridge,898147,44.0,Male,2,4918
Cathleen Shisler,943140,28.0,Female,0,
Bernard Stjacques,905999,30.0,Female,2,8139
Garth Staley,930188,27.0,Female,0,
Brad Morrow,896626,44.0,Male,1,9968
Wanda Yun,912646,36.0,Male,1,
Carissa Garza,937537,28.0,Female,0,
Miguel Pearson,927267,33.0,Male,1,
Brenda Hernandez,898426,46.0,Male,1,9759
James Bailey,927429,36.0,Male,2,
Eddie Barksdale,923205,26.0,Female,0,
Ronald Gipson,928493,44.0,Female,0,4775
Judith Hepfer,902283,45.0,Male,2,
Joseph Garcia,912319,49.0,Male,2,
Alan Banks,909224,49.0,Male,1,
Johnny Risser,898836,48.0,Male,2,5991
Joseph Martinie,903123,40.0,Male,2,
Linda Fitts,926678,53.0,Male,,
Jesus Pax,928766,37.0,Female,1,3310
Linda Gaines,918130,46.0,Female,3,2106
Jake White,913820,49.0,Male,3,7965
Dawn Quinlan,946006,32.0,Female,0,
Judy Villareal,927172,39.0,Male,1,
William Cline,942602,42.0,Female,2,
Maxwell Nelson,942807,32.0,Female,2,
Ellen Mckee,940416,37.0,Male,2,
Douglas Evans,938549,54.0,Male,2,2648
Jean Greer,941281,41.0,Male,2,
Michael Abbott,900968,54.0,Male,2,549
Ellen Basham,896635,48.0,Male,,8556
Lois Knox,914395,51.0,Male,3,3637
Joe Vissering,934571,53.0,Female,1,5300
Jon Silva,938866,46.0,Male,3,
Joann Garcia,933630,39.0,Male,2,
Desiree Lynn,940168,37.0,Male,,
Kenneth Bruce,899719,41.0,Male,2,2685
Peter Latham,939802,38.0,Male,3,
Sophia Smith,941062,40.0,Male,1,
Beverly George,918257,40.0,Female,1,3868
Amy Eckhardt,925021,38.0,Male,,
Fred Nelson,936187,31.0,Female,0,
Angel Hullett,940478,48.0,Male,2,
Seth Coronado,911753,31.0,Male,0,
Terri Ferrell,945523,25.0,Female,0,
Jason Jacobson,899723,45.0,Male,2,8124
Luis Colvin,922613,26.0,Female,0,
Lucille Sant,931365,29.0,Female,0,
Karen Pohl,897780,45.0,Male,1,7739
Isabelle Blanchard,926608,46.0,Male,1,
Matthew Perl,909895,57.0,Male,1,
Mary Ostrander,936675,26.0,Female,0,
Russell Roberts,904582,38.0,Male,0,
Salvador Germany,941528,37.0,Male,,
Ralph Rogers,938320,31.0,Female,0,
Hazel Warren,937550,27.0,Female,0,
Paul Leuthold,915809,38.0,Male,1,
Peter Terman,931802,28.0,Female,0,
Mark Townes,916066,42.0,Male,1,
David Mellinger,944470,24.0,Female,0,
Helen Ayers,937046,21.0,Female,0,
Richard Andrews,935676,28.0,Female,0,
Hattie Paniagua,909247,43.0,Male,3,3224
Mark Thompson,938527,49.0,Male,2,4381
Juan Griffin,921118,31.0,Female,0,
April Gebert,931803,31.0,Female,0,
Glenn Burris,899599,55.0,Male,1,3387
Judith Luu,942495,39.0,Male,,
Bonnie Allen,930849,19.0,Female,0,
Taylor Cameron,938676,43.0,Male,2,
Stewart Luallen,901201,42.0,Male,2,1715
Michael Wethington,921452,36.0,Female,0,
Matthew Folkers,929110,40.0,Female,2,8331
Kathleen Camilo,909183,52.0,Male,2,7411
Linda Croy,916647,40.0,Male,1,
Loretta Richard,936686,30.0,Female,0,
Victoria Gosser,936236,26.0,Female,0,
Mary Fields,914039,61.0,Male,2,6926
George Green,910896,45.0,Male,1,
Marie Bower,938390,29.0,Female,0,
Ronald Fernandez,910091,47.0,Male,1,2416
Lola Tizon,905856,40.0,Female,3,7250
Bonnie Torres,923247,26.0,Female,1,
Frank Bilderback,944915,32.0,Female,0,
Jay Milton,924549,45.0,Male,,
Reed Lambert,930044,21.0,Female,0,
Erin Waters,899448,52.0,Male,2,7226
Malisa Roby,913308,48.0,Male,2,3255
Shaniqua Stallings,942483,31.0,Male,1,
Luis Warner,923796,49.0,Male,,3003
Miriam Page,934273,49.0,Female,,8008
Mina Householder,906104,40.0,Female,1,5844
Brian Koenig,911128,37.0,Male,0,
Christopher Joiner,920136,33.0,Female,0,
Carolee Sorensen,942473,36.0,Male,1,
Virginia Schenck,900416,46.0,Male,2,9608
Gloria Funk,896720,50.0,Male,2,7192
Michael Marquis,919362,29.0,Female,,
Virginia Carmant,936588,30.0,Female,0,
Patrick Russell,919145,25.0,Female,2,
Susan Sumner,920941,27.0,Female,0,
James Rodriguez,917563,35.0,Female,,4141
Adelaida Tackett,931045,32.0,Female,0,
John Little,945394,27.0,Female,2,
Robert Chagoya,928049,46.0,Female,2,9691
Humberto Abreu,901619,50.0,Male,1,9561
David Hoffman,933678,41.0,Male,1,
Ronald Grimsley,907482,50.0,Male,2,8412
Juliet Roderick,900043,50.0,Male,3,7575
Joshua Harris,926958,47.0,Male,2,
Jeannette Vollstedt,915062,45.0,Male,1,
Michael Tovar,919445,28.0,Female,0,
Ida Mcbryde,938799,38.0,Male,2,
Jose Cusson,936691,31.0,Female,0,
Margie Santistevan,916604,34.0,Male,3,
Thomas Hadley,924400,52.0,Male,,1640
Harry Orr,941872,38.0,Male,2,
Jenny Lemay,911295,31.0,Male,2,
Michael Jernberg,939096,39.0,Male,1,
Fidel George,928095,40.0,Female,1,7229
Frances Kong,935824,33.0,Female,2,
Denis Pitre,905153,41.0,Male,2,
Janice Haynes,943512,31.0,Female,0,
Joy Gaines,914620,35.0,Male,,
Daniel Davis,939764,36.0,Male,2,
Barbara Gutierrez,918531,48.0,Female,2,5082
John Henry,918356,30.0,Female,1,3078
Willie White,919895,36.0,Female,0,
Theresa Freeman,931627,29.0,Female,0,
Carmen Robles,911700,40.0,Male,2,
Tina May,917098,43.0,Female,1,7070
Thomas Peterson,898529,39.0,Male,2,6340
Gina Walsh,916481,54.0,Male,1,
Adelaide Rathburn,933251,35.0,Male,2,
Fran Hensley,930743,30.0,Female,0,
Linn Henley,911561,35.0,Male,,
Raul Rivas,932124,54.0,Male,2,940
Ronnie Leal,911848,46.0,Male,1,
Marlene Lopez,926990,36.0,Male,2,
Jeffery Moon,945267,29.0,Female,0,
Thomas Violet,931654,36.0,Female,0,
Samuel Cates,941763,48.0,Male,,
Timothy Kerns,934293,38.0,Female,2,7452
Christopher Craner,920108,34.0,Female,0,
Susan Rizzo,926348,37.0,Male,2,
John Moreno,938243,33.0,Female,0,
Angelo Foltz,913623,49.0,Male,,8153
Richard Mayhew,896547,56.0,Male,1,841
Esther Meister,897482,48.0,Male,1,3049
Jason Williams,937710,26.0,Female,0,
Charlotte Campbell,918374,35.0,Female,,5976
Randi Welsh,924900,37.0,Male,1,
Pedro Edwards,925799,36.0,Male,2,
Jeffrey Travillian,936197,29.0,Female,0,
Tamika Blair,911796,29.0,Male,1,
Donna Roberson,938465,51.0,Male,2,4682
Keith Pate,902038,59.0,Male,1,3650
Valerie Doe,913164,52.0,Male,2,2540
Lisa Wilshire,902443,35.0,Male,1,
Angela Jeffers,904481,48.0,Male,1,
Mary Matherne,912365,41.0,Male,0,
Luis Larsen,905009,44.0,Male,1,
Jennifer Paige,944061,31.0,Female,0,
Perry Schwindt,945278,33.0,Female,2,
Mary Gercak,910314,58.0,Male,1,
Denise Vanburen,907890,52.0,Male,1,2864
Gonzalo Wallace,940022,41.0,Male,,
Philip Wright,913567,44.0,Male,2,1335
Dan Casanova,917572,44.0,Female,3,8276
Gary Todd,897797,47.0,Male,2,377
Alice Durkee,920773,28.0,Female,0,
Keith Peralta,916070,33.0,Male,0,
Sharon Jenkins,935513,16.0,Female,0,
Karen Costa,933957,40.0,Male,2,
Todd Fales,912961,38.0,Female,2,
Mary Evans,910321,49.0,Male,3,9090
Linda Urena,936586,39.0,Female,0,
Edward Collins,897612,43.0,Male,1,
John Colunga,942822,37.0,Female,0,
Thomas Jones,911666,37.0,Male,,
Louise Dennis,920931,27.0,Female,0,
Ryan Bourassa,933664,44.0,Male,2,
Jane Alicea,901979,53.0,Male,,1931
Fred Delallo,900896,52.0,Male,,5386
Ashley Woodward,928327,41.0,Female,2,2905
Sara Powell,943069,25.0,Female,0,
Michele Johnson,906680,31.0,Female,0,
Jamie Alexander,944881,36.0,Female,0,
Dewayne Cusson,903470,37.0,Male,1,
Mary Jessen,923254,25.0,Female,0,
Sarah Oldham,935275,27.0,Female,0,
David Wood,911184,36.0,Male,1,
Grant Rosemond,920120,19.0,Female,0,
Richard Jordan,942636,35.0,Female,2,3846
Raymond Farthing,915496,37.0,Male,1,
Phyllis Rens,914456,47.0,Male,2,
Karen Martin,917309,39.0,Female,,5010
Grace Berry,944281,37.0,Female,1,
Patricia Harper,923668,43.0,Male,1,1610
Beverly Young,944702,37.0,Female,3,
Howard Sanders,933298,42.0,Male,2,
Ellen Lewis,908603,43.0,Male,,819
Charles Marquez,945993,30.0,Female,0,
Jay Bueche,945383,28.0,Female,0,
Teresa Stoney,935325,35.0,Female,0,
Estela Garza,899121,51.0,Male,,7587
Michelle Sulzer,922488,29.0,Female,0,
Paul Green,920869,28.0,Female,0,
Craig Arend,909041,51.0,Male,2,
Gary Bartels,904357,32.0,Male,1,
Theresa Boccella,925989,38.0,Male,1,
Nicholas Smith,908861,46.0,Male,2,5913
Paige Jones,911086,40.0,Male,1,
Olga Blackmon,924685,52.0,Male,1,1106
Angelo Perotti,940707,36.0,Male,2,
Joni Scheele,944354,32.0,Female,0,
Glenn Andrade,902556,40.0,Male,1,
Dale Edwards,922306,25.0,Female,0,
Stacey Cada,923317,47.0,Male,1,
Ronald Salazar,931717,30.0,Female,0,
Nathan Nowak,941118,37.0,Male,0,
Linda Butler,912448,37.0,Male,2,
Mary Coleman,914770,42.0,Male,1,
James Lennon,920429,29.0,Female,0,
Beatrice Tirk,918516,41.0,Female,,8554
Maria Smith,896680,48.0,Male,,
Edward Stinson,932253,49.0,Male,1,
Johnny Vang,924785,38.0,Male,1,
Dustin Dial,943276,23.0,Female,0,
Arthur Morrison,928243,40.0,Female,2,
Minnie Reynolds,906014,40.0,Female,2,
Louise Kervin,919766,35.0,Female,0,
Joseph Wells,942178,41.0,Male,2,
Pamela Fischer,916639,38.0,Male,0,
Gerard Nery,920543,36.0,Female,0,
James Nestor,936487,32.0,Female,0,
Barbara Norton,924704,44.0,Male,1,7749
Aileen Rodriguez,910113,59.0,Male,1,831
Theresa Deweese,917579,37.0,Female,,7448
Sylvia Hodges,899674,37.0,Male,,3484
Manuel King,906750,46.0,Male,1,
Phoebe Wolf,924592,46.0,Male,3,5557
Maria Lorusso,928749,32.0,Female,1,1080
Anthony Carden,901031,57.0,Male,2,294
Mary Magallanes,909466,53.0,Male,2,8198
John Currier,944892,22.0,Female,0,
Christy Bunnell,914499,34.0,Male,2,
Jason Laymon,923650,53.0,Male,1,5024
Jesus Davis,926520,36.0,Male,1,
Moises Dunn,940324,37.0,Male,1,
Morris Vines,902474,41.0,Male,2,
Katie Cambridge,903894,40.0,Male,1,
Melvin Cortez,912178,44.0,Male,1,
Cecil Jenkins,921870,35.0,Female,0,
Denny Sawyer,926653,34.0,Male,,
Phil Jackson,941463,45.0,Male,2,
Chad Posey,900516,58.0,Male,2,719
Wayne Bellinger,908753,39.0,Male,2,6230
Willie Morgan,923980,45.0,Male,1,7419
Gordon Wolf,904104,32.0,Male,2,
David Sackett,908374,40.0,Male,,7865
Krista Davis,899965,49.0,Male,2,7214
Willa Haslett,914937,36.0,Male,1,
Jeremy Arbogast,921925,31.0,Female,0,
James Amore,901409,40.0,Male,3,2973
Richard Zavala,904839,43.0,Male,2,
Henrietta Harris,919425,26.0,Female,0,
Michael Doty,912485,40.0,Male,,
Megan Guidry,943230,33.0,Female,0,
Noreen Traylor,944187,31.0,Female,0,
Ryan Piles,935928,36.0,Female,0,
Kevin Knipper,927665,43.0,Male,2,
Robert Collins,900384,62.0,Male,1,8986
Rafael Henry,913430,44.0,Male,,
Elizabeth Raymond,942226,39.0,Male,2,
Thomas Byrant,899208,45.0,Male,,5177
William Williams,919189,23.0,Female,,
Ryan Remis,934068,42.0,Male,1,
Jay Borg,897801,56.0,Male,2,4030
Rick Banks,944276,34.0,Female,0,
Joseph Smith,900797,43.0,Male,,7615
Richard Booker,906802,46.0,Male,2,96
Becky Muller,930844,29.0,Female,0,
Bruce Brier,938093,40.0,Female,0,
Carolyn Boehm,896912,53.0,Male,2,
Scott Smith,930124,32.0,Female,0,
Teddy Johnson,902691,39.0,Male,1,
Lynn Maldonado,924394,52.0,Male,,3461
Ernesto Oshey,910159,47.0,Male,1,6754
Catherine Elmore,921620,33.0,Female,0,
Justin Bunton,932550,54.0,Male,2,
James Pickett,933463,41.0,Male,2,
Ricky Chevrier,905877,36.0,Female,,5599
Roman Molineaux,930963,24.0,Female,0,
Hobert Jansson,905317,38.0,Male,2,
Michael Brooker,899504,41.0,Male,2,1362
Walter Eckel,903095,30.0,Male,2,
Lisa Bertrand,917051,35.0,Female,1,6952
Sonya Duncan,922605,31.0,Female,0,
Danielle Gowans,933415,34.0,Male,2,
Consuelo Harrington,928437,43.0,Female,2,3881
Scott Opheim,934430,37.0,Female,2,
Margaret Buchwald,896546,58.0,Male,2,1170
Florence Dardar,929572,24.0,Female,0,
Patricia Darnell,919248,30.0,Female,0,
Shellie Costanzo,919965,24.0,Female,0,
Natasha Marsha,897103,46.0,Male,2,
Sammy Williams,941277,36.0,Male,3,
Doris Fowler,914522,43.0,Male,1,
Amy Mattingly,922191,29.0,Female,0,
Jan Freeney,928633,43.0,Female,1,9682
Earnestine Sconiers,901374,53.0,Male,,
Daniel Haughney,904074,32.0,Male,1,
Ronald Eskind,931154,30.0,Female,0,
Ernestine Litton,922752,34.0,Female,0,
Kristin Coakley,928856,37.0,Female,1,6786
Ethel Dumar,930299,35.0,Female,0,
James Keller,911255,36.0,Male,2,
Tad Welch,922418,23.0,Female,0,
Mary Nelson,902050,48.0,Male,1,2718
Mary Rose,939374,45.0,Male,,
Ronald Ward,909272,39.0,Male,,8893
William Goodin,943170,29.0,Female,0,
Bessie Saylor,914106,43.0,Male,2,6042
Pedro Smiley,945076,28.0,Female,0,
Rebecca Ulrich,945377,28.0,Female,2,
Jenny Fisher,908915,46.0,Male,3,8864
John Jordan,910774,42.0,Male,2,
Nu Wood,925722,52.0,Male,1,
Gladys Millard,927330,46.0,Male,2,
Simon Hicks,941316,42.0,Male,,
Reba Parente,905718,42.0,Female,2,
William Brownie,923836,47.0,Male,2,5194
Elisa Murphey,899741,51.0,Male,3,8272
George Hullihen,907763,40.0,Male,2,
Clyde Bradshaw,940216,40.0,Male,0,
Pamela Faith,910940,36.0,Male,,
Ashley Leake,902479,43.0,Male,1,
Rosa Abbey,935664,25.0,Female,0,
Louis Henderson,937019,14.0,Female,0,
Gary Fenton,945312,30.0,Female,0,
David Butler,901892,44.0,Male,1,
Graciela Watts,903938,45.0,Male,2,
Marcelina Nelson,909931,44.0,Male,1,5559
Henry Fair,916814,43.0,Female,1,3105
Lisa Searle,927797,37.0,Male,,
Randolph Carranza,945581,35.0,Female,0,
Michael Soden,923885,43.0,Male,,2562
Michael Robinson,933417,38.0,Male,2,
Elizabeth Stillman,896826,51.0,Male,3,5422
Tina Miller,933555,50.0,Male,0,
Mable Stuart,909278,56.0,Male,,8765
Sandra Chadwick,945271,27.0,Female,0,
Deborah Schnell,923752,47.0,Male,1,3748
Linda Rosser,921128,36.0,Female,0,
Arlene Lee,935044,44.0,Female,1,5140
John Barnes,912371,39.0,Male,2,
Patricia Truitt,903292,32.0,Male,,
Jennifer Somers,937925,32.0,Female,0,
Julio Hagen,910981,39.0,Male,1,
Ethel Whatley,932994,39.0,Male,2,
Carolyn Westmoreland,901460,56.0,Male,1,4573
Libby Landis,901586,46.0,Male,,5022
Elizabeth Combs,904159,40.0,Male,2,
Margot Wilson,900920,39.0,Male,1,2543
Mary Bergmann,921124,26.0,Female,0,
Manuel Rodriguez,917316,37.0,Female,,9194
Michael Holder,904017,33.0,Male,,
Dwight Cole,898243,55.0,Male,1,1690
Frances Abraham,904795,36.0,Male,0,
Elizabeth Padgett,913810,52.0,Male,2,6382
Shelly Ames,917543,35.0,Female,1,4926
Roberta Reed,896719,53.0,Male,2,1821
Gene Camp,905708,35.0,Female,2,
Jeffrey Burks,910565,51.0,Male,1,
Jeanne Meissner,920118,28.0,Female,0,
Bobby Norris,899245,50.0,Male,1,9510
Mark George,940875,30.0,Male,1,
Rebecca Simpson,911397,36.0,Male,2,
Jimmy Graham,928425,38.0,Female,,4223
Eva Fehr,939886,46.0,Male,2,
Rene Worrell,936254,29.0,Female,0,
Lupe Fontenot,942768,29.0,Female,0,
Kim Nielson,907600,49.0,Male,,
Rebecca Morales,933798,44.0,Male,1,
Isaac Sorbello,930623,31.0,Female,0,
Larry Riggins,913177,54.0,Male,2,6599
Barry Castro,926339,38.0,Male,1,
Adrian Longo,931195,21.0,Female,0,
Dennis Swafford,903745,33.0,Male,1,
Amie Hass,901149,54.0,Male,1,1605
Karen Payne,908347,50.0,Male,2,9928
Timothy Abuaita,924768,56.0,Male,0,3380
Priscila Jackson,922294,22.0,Female,0,
James Fink,907643,46.0,Male,1,2228
Chad Bryant,900917,40.0,Male,2,3588
Maria Scott,923023,26.0,Female,0,
Tricia Hubertus,921012,29.0,Female,0,
Catherine Mckown,927114,35.0,Male,1,
Kevin Moore,905951,37.0,Female,3,2329
Lilia Deese,937577,29.0,Female,0,
Richard Ahlers,930352,35.0,Female,0,
Jonathan Doe,926155,39.0,Male,2,
Jason Barbre,914373,47.0,Male,1,1428
Thomas Sequra,922929,37.0,Female,0,
Shawn Mendoza,937796,30.0,Female,0,
Robert Ford,934411,36.0,Female,1,2312
Lawrence Rios,939162,34.0,Male,,
James Oslund,910290,61.0,Male,3,
John Criner,934221,28.0,Female,1,9217
Neil Dorst,921473,26.0,Female,0,
Betty Avera,917182,42.0,Female,2,6430
Steven Batton,931527,23.0,Female,0,
Sandra Wigley,921287,28.0,Female,0,
Maureen Reed,910595,56.0,Male,1,8160
Vicky Pearson,902565,32.0,Male,2,
Robert Matton,897674,39.0,Male,,6634
Raymond Meyer,935370,32.0,Female,1,
Suzanne Biffle,925379,42.0,Male,2,
Ray Williams,901314,42.0,Male,2,7530
Elmer Acosta,933510,40.0,Male,2,
Melody Carroll,942091,45.0,Male,,
Deborah Carver,930199,31.0,Female,0,
Brenda Alward,915887,40.0,Male,1,
Cassandra Rose,904567,39.0,Male,2,
Paul Eggleston,927370,38.0,Male,1,
Jason Willis,940608,32.0,Male,1,
Tim Johnson,938396,33.0,Female,0,
Florence Hughes,901526,52.0,Male,1,7874
Silas Boulanger,898560,47.0,Male,2,798
Danny Brooks,923444,46.0,Male,1,9301
Ana Allison,899523,45.0,Male,1,239
Lisa Sulc,916841,33.0,Female,1,6426
Joyce Landess,943333,33.0,Female,0,
David Burges,915879,37.0,Male,2,
Robert Smallidge,916585,46.0,Male,,
William Molina,927394,28.0,Male,1,
Sheila Chacon,911399,36.0,Male,1,
Steven Marshall,928024,37.0,Female,,4814
Donnie Conroy,902237,36.0,Male,,
Vickie Mellinger,922128,21.0,Female,0,
Susie Anchondo,940101,34.0,Male,,
Donna Crawford,936750,33.0,Female,0,
Henry Dickson,896713,51.0,Male,1,1674
Shannon Obrien,897925,49.0,Male,1,8206
Denis Gaiser,900669,45.0,Male,1,4653
Martha Buehler,930049,29.0,Female,1,
Craig Kelly,922348,31.0,Female,0,
Tasha Flynt,935653,27.0,Female,0,
Derek Cain,935471,31.0,Female,0,
Joe Bostrom,906474,40.0,Female,2,7472
Sylvester Metzger,920854,23.0,Female,0,
William Todd,941677,33.0,Male,2,
Robert Dixon,898089,46.0,Male,1,9449
Wilma Gischer,943655,26.0,Female,0,
James Banks,936965,26.0,Female,0,
Alison Lopez,937655,30.0,Female,0,
Jose Rayo,922739,27.0,Female,0,
Genevieve Trahan,916380,47.0,Male,2,
Phillip Tanguay,914113,46.0,Male,1,6672
Anthony Karcher,944103,39.0,Female,0,
Robert Hammond,934906,35.0,Female,1,5522
Jeanette Bullinger,904320,43.0,Male,2,
Alice Kendell,918347,37.0,Female,,4287
Carrie Finch,907224,45.0,Male,,
Isaiah Meeker,907028,49.0,Male,1,2835
Adrian Mcdougall,916430,41.0,Male,1,
Margaret Sherrard,918978,21.0,Female,0,
Theodore Brickey,934332,43.0,Female,,
Thomas Gibbons,946237,26.0,Female,0,
Laverne Webster,912821,29.0,Male,1,
Carol Mcdougald,908088,48.0,Male,,245
Guillermo Ashby,898972,51.0,Male,1,3664
Francisco Rollins,922464,37.0,Female,0,
Christopher Romero,929021,52.0,Female,2,545
Brian Bennett,923859,51.0,Male,1,2606
Ellen Dunbar,897181,56.0,Male,2,1254
Edmund Booth,898259,48.0,Male,0,9760
Nina Jorgensen,931759,27.0,Female,0,
Darlene Munari,900767,50.0,Male,2,6280
Maria Syrett,916739,49.0,Female,1,3522
Terry Freiseis,913273,46.0,Male,2,
Beatrice Martin,918350,25.0,Female,2,3893
Alexander Mcgrady,897085,48.0,Male,2,
Gary Butler,900862,57.0,Male,,8462
Rosa Sommer,904695,38.0,Male,2,
Lucille Robinson,920862,25.0,Female,0,
Richard Kinghorn,936313,23.0,Female,0,
Tammy Lightfoot,939467,43.0,Male,2,
Natasha Glenn,945737,32.0,Female,0,
Dirk Boone,901003,52.0,Male,,5859
Jose Huff,899058,47.0,Male,1,9755
Zelma Pecoraro,935491,30.0,Female,0,
Roderick Bragg,945460,17.0,Female,0,
Mary Paschal,928618,33.0,Female,1,9799
Richard Young,927824,40.0,Male,2,
Jill Mendoza,914886,38.0,Male,1,
Loretta Rivera,930654,32.0,Female,0,
Jeannette Upson,943270,22.0,Female,0,
John Helzer,897070,48.0,Male,1,137
Donald Rodriguez,916408,37.0,Male,,
Rufus Simonis,931810,29.0,Female,0,
Christine Blake,926010,35.0,Male,,
James Dagan,930325,30.0,Female,0,
Donald Ledbetter,934688,38.0,Female,1,3390
Randall Mejia,945723,36.0,Female,0,
Alta Caplan,904393,33.0,Male,1,
Norman Mucha,914633,47.0,Male,1,
Jacqueline Mickelson,931532,20.0,Female,0,
Rhonda Gipson,931928,30.0,Female,2,
Kathryn Gardner,906327,28.0,Female,1,7514
Angeline Mcarthur,933184,41.0,Male,,
Theresa Esskew,922507,30.0,Female,0,
Benita Farmer,913100,27.0,Female,0,
Jeremiah Quinn,930329,23.0,Female,0,
Louise Stinson,928667,37.0,Female,2,2321
William Mcgahey,923375,46.0,Male,2,227
Alvaro Garner,927838,38.0,Male,2,
Benjamin Rodriguez,943643,29.0,Female,0,
Ricardo Dunlap,897997,54.0,Male,2,5298
Amy Alexander,925533,40.0,Male,,
Karen Lilley,937558,27.0,Female,0,
Dianne Pridemore,909703,45.0,Male,2,2744
Glenn Lawson,901501,55.0,Male,1,1205
Jamie Gessel,918022,38.0,Female,1,5888
Daniel Mccall,939855,38.0,Male,2,
Linda Howard,927218,47.0,Male,1,
Aaron Bowen,916489,38.0,Male,2,
Thomas Smith,925894,31.0,Male,2,
Jane Peck,931616,37.0,Female,0,
John Booth,918244,40.0,Female,1,3346
Edward Valentine,906349,34.0,Female,1,
Beth Branch,941314,38.0,Male,,
Suzanne Parrish,910240,62.0,Male,1,
Joel Pettie,941577,39.0,Male,,
Guadalupe Tolson,900629,49.0,Male,1,5836
Derek Sanzotta,917175,45.0,Female,2,7823
Claude Pagano,897262,40.0,Male,2,9002
Katie Schueller,937913,27.0,Female,0,
Thomas Rich,930928,21.0,Female,0,
Brooke Cox,907596,41.0,Male,2,5856
Thelma Stanton,913649,54.0,Male,1,7459
Duane Romero,924335,48.0,Male,1,5702
Winnie Goldtrap,899833,48.0,Male,1,6937
Eric Horn,909378,44.0,Male,2,3102
James Ellis,912461,34.0,Male,,
Stephanie James,912229,45.0,Male,3,
Regena Howell,900936,55.0,Male,1,6816
Christian Carodine,913197,53.0,Male,1,
Roberta Rojas,907441,52.0,Male,,1326
Brandy Moore,912641,40.0,Male,1,
Micheal Oneill,910909,38.0,Male,1,
Clifford Cooke,904676,32.0,Male,1,
Gerald Pierre,937221,23.0,Female,0,
Claude Folsom,927166,38.0,Male,,
Elizabeth Cook,932449,45.0,Male,1,7484
Lisa Speights,918688,36.0,Female,,
Eloise Harvey,898034,44.0,Male,1,9210
Joanne Bennett,916084,50.0,Male,0,
Herman Flynn,924640,48.0,Male,2,1669
Michael Nunes,937605,28.0,Female,0,
Steven Brockman,944298,37.0,Female,0,
Walter Delgado,937963,28.0,Female,0,
Barbara Madonia,914487,36.0,Male,1,
Lorraine King,904704,36.0,Male,1,
Sherry Gore,912595,40.0,Male,1,
Edna Gillespie,937556,32.0,Female,0,
James Horn,917993,41.0,Female,1,8352
Debra Zelaya,936640,36.0,Female,0,
Julio Lester,909303,55.0,Male,1,6869
Coleen Dean,914861,46.0,Male,1,
Steven Billups,927718,41.0,Male,2,
Crystal Kaufman,946070,31.0,Female,0,
Charles Waage,934479,41.0,Female,3,5331
Bruce Brown,909202,48.0,Male,2,7363
John Heim,927597,39.0,Male,,
Linda Johnson,941301,39.0,Male,1,
Harry Alexander,944569,30.0,Female,0,
Jamie Allen,924542,50.0,Male,1,6180
Vivian Britton,913896,58.0,Male,1,2185
Paul Cameron,904279,30.0,Male,2,
Suzanne Benscoter,913618,45.0,Male,1,2507
Donna Marquez,906536,29.0,Female,0,
Kenneth Lambert,932325,59.0,Male,1,4811
Bonnie Thompson,943455,20.0,Female,0,
Lacy Martin,917240,38.0,Female,3,7017
Mark Daniel,918060,35.0,Female,2,5272
Ana Bain,918513,45.0,Female,2,4466
Richard Karo,941563,50.0,Male,1,
Richard Hays,928416,41.0,Female,1,9585
